ATM 201;2,9007263;99,5340263
ATM 202;3,1226182;99,5568635
ATM 203;3,2237779;99,5822974
ATM 204;2,7525662;98,3095277
ATM 205;2,7312603;98,3289292
ATM 206;2,9083431;98,2208113
ATM 207;2,9585528;99,0680505
ATM 208;2,9705301;99,0708042
ATM 209;2,9632828;99,0642766
ATM 210;2,9661956;99,06758
ATM 211;2,9309437;99,0455718
ATM 212;3,1597595;99,3305126
ATM 213;3,1581007;99,3244174
ATM 214;2,8951786;99,0007943
ATM 215;2,6407381;98,0055557
ATM 216;2,6411455;98,0043089
ATM 217;2,9513886;99,7961979
ATM 218;2,9952672;99,805127
ATM 219;2,2606699;98,7474559
ATM 220;2,2605008;98,7556029
ATM 221;2,2580605;98,7481538
ATM 222;2,3119708;98,731032
ATM 223;2,2143031;98,9739546
ATM 224;2,2124281;98,9751625
ATM 225;2,0229868;98,9769574
ATM 226;2,1838166;98,9371219
ATM 227;2,3366842;99,0627321
ATM 228;2,329738;99,0525627
ATM 229;2,3355555;99,0731931
ATM 230;2,3365766;99,0628331
ATM 231;2,3284894;99,04031
ATM 232;2,4227053;99,1673296
ATM 233;2,3981386;99,16509
ATM 234;2,2873416;98,8731992
ATM 235;2,4084559;99,2085723
ATM 236;2,3934562;97,963191
ATM 237;2,5572889;98,3236876
ATM 238;2,6070455;98,7010947
ATM 239;2,4369041;98,8866687
ATM 240;3,2869376;99,3677676
ATM 241;3,3168353;99,2990698
ATM 242;3,2646589;99,471257
ATM 243;3,6121557;98,8089304
ATM 244;3,5084285;98,6790516
ATM 245;3,4331125;98,8612238
ATM 246;3,4690836;98,8974035
ATM 247;3,5151155;98,8989472
ATM 248;3,5621264;98,8773243
ATM 249;3,5700094;98,8829691
ATM 250;3,6599831;98,9024163
ATM 251;3,620354;98,730601
ATM 252;3,5457388;98,8140887
ATM 253;3,4982728;98,739246
ATM 254;3,5427877;98,6987609
ATM 255;3,5762886;98,7265899
ATM 256;3,5856799;98,7111536
ATM 257;3,5969258;98,7347383
ATM 258;3,5967379;98,7469206
ATM 259;3,5975855;98,7167
ATM 260;3,3338038;99,0113594
ATM 261;3,6288143;99,0178887
ATM 262;3,454823;99,1592124
ATM 263;3,3418684;99,2046782
ATM 264;3,3286598;99,1593948
ATM 265;3,3201164;99,1543014
ATM 266;3,3269718;99,1539515
ATM 267;3,5492761;99,0566627
ATM 268;1,2877302;97,6184492
ATM 269;1,2872464;97,6177116
ATM 270;0,5696023;97,8039821
ATM 271;1,3929103;97,1693035
ATM 272;0,7471755;97,8842708
ATM 273;1,026506;97,7734896
ATM 274;0,4569209;101,4664934
ATM 275;0,4995184;101,4624885
ATM 276;0,5003125;101,4697241
ATM 277;0,4993667;101,4628153
ATM 278;0,5005853;101,4706394
ATM 279;0,5370372;101,4385561
ATM 280;0,4360887;101,446202
ATM 281;0,5041394;101,429997
ATM 282;0,504264;101,4201197
ATM 283;0,5173749;101,4289858
ATM 284;0,534921;101,4169613
ATM 285;0,5398243;101,4256844
ATM 286;0,4992607;101,408419
ATM 287;0,5409723;101,418523
ATM 288;0,5352906;101,416723
ATM 289;0,5656412;101,4752985
ATM 290;0,607794;101,3992381
ATM 291;0,5778974;101,3973649
ATM 292;0,5606957;101,4471057
ATM 293;0,5359214;101,4459359
ATM 294;0,5167328;101,4339617
ATM 295;0,4616879;101,3771086
ATM 296;0,4636893;101,4044398
ATM 297;0,4571593;101,3534219
ATM 298;0,4878124;101,3572841
ATM 299;0,4570592;101,3531823
ATM 300;0,4566284;101,3531601
ATM 301;0,4889431;101,3712092
ATM 302;0,4641867;101,3789981
ATM 303;0,4643016;101,3937988
ATM 304;0,4865943;101,3587251
ATM 305;0,4855024;101,520198
ATM 306;0,4845535;101,4693667
ATM 307;0,4949539;101,4858994
ATM 308;0,4938296;101,4847295
ATM 309;0,9601847;102,0781057
ATM 310;0,9086106;101,2346258
ATM 311;0,8052851;102,0389978
ATM 312;0,6724499;101,6003366
ATM 313;0,6724492;101,6010034
ATM 314;0,6761097;101,575272
ATM 315;0,6791662;101,5735331
ATM 316;0,6593577;101,5771798
ATM 317;0,716162;101,5314459
ATM 318;0,8891763;101,244057
ATM 319;0,1289356;102,074587
ATM 320;-0,1071325;102,0985225
ATM 321;0,405405;101,8582526
ATM 322;0,3800507;101,8573195
ATM 323;0,0918169;102,0884139
ATM 324;0,3396373;101,0239221
ATM 325;0,6316088;100,9220407
ATM 326;0,0008599;101,205437
ATM 327;0,4214998;101,4574346
ATM 328;0,4315221;101,4665961
ATM 329;0,8335494;101,2163702
ATM 330;0,8430279;101,051423
ATM 331;0,8427743;101,0824028
ATM 332;0,725343;101,1176477
ATM 333;0,4207473;101,3720587
ATM 334;0,4528395;101,3467985
ATM 335;0,45377;101,3475771
ATM 336;1,0126627;102,7056588
ATM 337;1,0530025;102,6986671
ATM 338;1,0881649;100,5465208
ATM 339;0,7905171;100,5995858
ATM 340;0,9573665;100,578166
ATM 341;0,8744064;100,291168
ATM 342;0,9862001;100,2868431
ATM 343;0,6518313;100,5871248
ATM 344;1,0827492;100,2498675
ATM 345;0,7124713;100,5323773
ATM 346;1,2747496;100,3794284
ATM 347;0,680879;100,482532
ATM 348;1,6853577;100,7249841
ATM 349;1,6782951;100,5040315
ATM 350;1,5974219;100,4439731
ATM 351;1,760392;100,9544534
ATM 352;2,1593036;100,8052029
ATM 353;2,060846;100,8696418
ATM 354;2,1391178;100,8141536
ATM 355;1,7807066;101,0245315
ATM 356;1,6314817;101,0313931
ATM 357;1,8592152;100,2963871
ATM 358;1,4360647;100,6404391
ATM 359;1,6693464;101,4308469
ATM 360;1,6976236;101,4011546
ATM 361;1,6941581;101,4042947
ATM 362;1,5854654;101,3955928
ATM 363;1,6666029;101,4628025
ATM 364;1,669583;101,4269549
ATM 365;1,6716145;101,4432383
ATM 366;1,5136622;101,3502585
ATM 367;1,6797801;101,4482941
ATM 368;1,6782058;101,4443313
ATM 369;1,6770747;101,4331994
ATM 370;1,6788622;101,4293767
ATM 371;1,6736134;101,4428559
ATM 372;1,4712281;102,1085957
ATM 373;1,4746355;102,114029
ATM 374;1,4698629;102,1071945
ATM 375;1,4753511;102,114478
ATM 376;1,3578068;102,1566064
ATM 377;1,2788375;101,1820383
ATM 378;1,26709;101,190906
ATM 379;1,2708567;101,2012432
ATM 380;1,292866;101,1819376
ATM 381;1,4057269;101,1598873
ATM 382;1,284291;101,1796639
ATM 383;1,1855279;101,26236
ATM 384;1,0655125;101,2284136
ATM 385;-0,60165;102,8977324
ATM 386;-0,463516;102,7389234
ATM 387;-0,963043;102,76412
ATM 388;-0,7407985;102,9272456
ATM 389;-0,7433978;102,9275189
ATM 390;-0,3310722;103,1502479
ATM 391;-0,3278602;103,1579373
ATM 392;-0,3297526;103,1549765
ATM 393;-0,29429;103,1681387
ATM 394;-0,4521185;102,9975484
ATM 395;-0,7202742;102,2409595
ATM 396;-0,715804;102,509638
ATM 397;-0,4609437;102,1345909
ATM 398;-0,4295904;102,1925212
ATM 399;-0,357289;102,3454134
ATM 400;-0,4031478;102,2015095
ATM 401;-0,3727607;102,2512582
ATM 402;-0,354903;102,2943966
ATM 403;-0,5196321;101,9718933
ATM 404;-0,3926858;102,4425249
ATM 405;-0,3718097;102,5455355
ATM 406;-0,3720671;102,5463071
ATM 407;-0,5552765;102,4114017
ATM 408;-0,552591;102,4117467
ATM 409;-0,3937497;102,442634
ATM 410;-0,4869994;101,620641
ATM 411;-0,4470068;101,788854
ATM 412;-0,4980885;101,8664107
ATM 413;-0,389064;101,3467405
ATM 414;-0,436652;101,7314408
ATM 415;-0,5447073;101,5497896
ATM 416;-0,6523243;101,4748337
ATM 417;-0,6597609;101,4632788
ATM 418;-0,5027251;101,461018
ATM 419;-0,4147975;101,6835952
ATM 420;-0,2686981;101,4156488
ATM 421;-0,3250603;101,4245054
ATM 422;-0,364626;101,4156464
ATM 423;-0,4062368;101,4551458
ATM 424;-0,2930307;101,5339088
ATM 425;-0,2899535;101,5272915
ATM 426;0,9188444;104,4487925
ATM 427;0,9186655;104,4488948
ATM 428;0,9109994;104,4475119
ATM 429;0,9324158;104,4449286
ATM 430;0,9149473;104,5197932
ATM 431;0,9178481;104,5109814
ATM 432;0,9460139;104,5147172
ATM 433;0,9242613;104,5123898
ATM 434;0,9429664;104,5131459
ATM 435;0,9167755;104,4849986
ATM 436;0,9046183;104,4770585
ATM 437;0,9075164;104,5112522
ATM 438;0,9548186;104,4450589
ATM 439;0,9321543;104,5224553
ATM 440;0,9417802;104,5124382
ATM 441;0,9139946;104,4648764
ATM 442;0,9165146;104,504542
ATM 443;0,9323045;104,5209703
ATM 444;0,8495276;104,6082524
ATM 445;1,0685883;104,22906
ATM 446;0,9058535;104,5655444
ATM 447;0,8968672;104,5883944
ATM 448;1,1300076;104,3164519
ATM 449;1,1900626;104,5760407
ATM 450;0,9914804;104,6341681
ATM 451;1,0703347;104,229443
ATM 452;1,0854726;104,5090751
ATM 453;1,0663196;104,2267136
ATM 454;0,9971682;103,4251819
ATM 455;0,8697041;103,3868804
ATM 456;0,7343198;103,3584406
ATM 457;0,7595889;103,3566311
ATM 458;0,7362151;103,3571976
ATM 459;1,0054728;103,4251446
ATM 460;1,0151674;103,3841871
ATM 461;1,0186467;103,3772645
ATM 462;0,7536035;103,7070415
ATM 463;3,2162817;106,2174255
ATM 464;3,3329583;106,2979745
ATM 465;2,9877368;105,7061115
ATM 466;-0,2121576;104,6072853
ATM 467;-0,2178107;104,6229141
ATM 468;-0,0803724;104,638801
ATM 469;-0,4985643;104,5618279
ATM 470;-0,4859642;104,5540408
ATM 471;-0,4972429;104,5633973
ATM 472;-0,3243206;104,4604167
ATM 473;3,796239;108,0350908
ATM 474;0,5289096;103,2653229
ATM 475;0,4267625;103,543918
ATM 476;1,1280505;104,1009315
ATM 477;1,1041514;104,0882425
ATM 478;1,1065003;104,0825625
ATM 479;1,1031176;104,0751435
ATM 480;1,1242411;104,0474535
ATM 481;1,1442413;104,1196959
ATM 482;1,1343554;104,0336971
ATM 483;1,1330278;104,0462723
ATM 484;1,1015132;104,0578166
ATM 485;1,1100427;104,039563
ATM 486;1,0943251;104,0352571
ATM 487;1,1236079;104,0970138
ATM 488;1,1302283;104,0964232
ATM 489;1,1179252;104,0893533
ATM 490;1,1373628;104,0461904
ATM 491;1,0444262;103,9801217
ATM 492;1,0541949;103,984454
ATM 493;1,0568642;103,94578
ATM 494;1,0526124;103,9695753
ATM 495;1,055784;103,96592
ATM 496;1,0211241;104,0041967
ATM 497;1,0461171;103,9357013
ATM 498;1,0371884;103,9564895
ATM 499;1,1717462;104,0192538
ATM 500;1,1584136;104,0280236
ATM 501;1,1453389;104,0376934
ATM 502;1,155384;104,023728
ATM 503;1,1532869;104,0066328
ATM 504;1,1366897;104,009395
ATM 505;1,1291781;104,0042923
ATM 506;1,1419404;104,007794
ATM 507;1,1385486;104,0029634
ATM 508;1,1272966;104,0048729
ATM 509;1,1500002;104,0111175
ATM 510;1,1233673;104,0047921
ATM 511;1,1428377;104,0119958
ATM 512;1,0699364;104,1191623
ATM 513;1,157352;104,1218048
ATM 514;1,1522756;104,1302289
ATM 515;1,0371787;103,9765121
ATM 516;1,0402837;103,938356
ATM 517;1,0376992;103,9491804
ATM 518;1,0483663;103,9337179
ATM 519;1,0303126;103,9613377
ATM 520;1,0437726;103,976638
ATM 521;1,0354194;104,0560109
ATM 522;1,025441;104,0653173
ATM 523;1,0369806;104,0707635
ATM 524;1,1083;103,9727337
ATM 525;1,1037026;103,9521008
ATM 526;1,1149299;103,9842899
ATM 527;1,1126838;103,9781
ATM 528;1,1205224;103,9551748
ATM 529;1,1215763;103,9774655
ATM 530;1,1097517;103,9623665
ATM 531;-0,9219144;100,3829807
ATM 532;-0,8836389;100,3741599
ATM 533;-0,8655681;100,3436837
ATM 534;-0,8583356;100,3388531
ATM 535;-0,9503046;100,4307374
ATM 536;-0,9604192;100,4772892
ATM 537;-0,9802758;100,3946771
ATM 538;-0,9657233;100,4026608
ATM 539;-0,9708001;100,3914018
ATM 540;-0,9838494;100,3834361
ATM 541;-0,9527987;100,3892277
ATM 542;-0,9512663;100,3870962
ATM 543;-0,616901;100,1693684
ATM 544;-0,6294492;100,1686001
ATM 545;-0,6446114;100,155466
ATM 546;-0,6227558;100,1198222
ATM 547;-0,6255914;100,1197024
ATM 548;-0,6294627;100,1257022
ATM 549;-0,6152858;100,1404197
ATM 550;-0,6239398;100,1218275
ATM 551;-0,6366692;100,1345946
ATM 552;-0,6042431;100,1650487
ATM 553;-0,5485074;100,0980923
ATM 554;-0,4203332;100,0870192
ATM 555;-0,5388786;100,1208003
ATM 556;-0,5668411;100,1445053
ATM 557;-0,5776131;100,2270154
ATM 558;-0,6059633;100,1967536
ATM 559;-0,6501103;100,2215146
ATM 560;-0,6415408;100,1795457
ATM 561;-0,6505549;100,2211073
ATM 562;-0,6858658;100,2079067
ATM 563;-0,5716987;100,2777079
ATM 564;-0,7571461;100,2803866
ATM 565;-0,6830912;100,2791606
ATM 566;-0,2023982;100,0191888
ATM 567;-0,3193801;100,0007154
ATM 568;-0,3277203;99,9644325
ATM 569;-0,4916611;100,0304823
ATM 570;-0,4643148;100,4011828
ATM 571;-0,4510712;100,4039032
ATM 572;-0,4730693;100,4214702
ATM 573;-0,7988087;100,674153
ATM 574;-0,7972017;100,6637672
ATM 575;-0,7753817;100,6560269
ATM 576;-0,79222;100,6583226
ATM 577;-0,7736897;100,6459035
ATM 578;-0,7784244;100,6560339
ATM 579;-0,7778021;100,6562539
ATM 580;-0,7892312;100,6584559
ATM 581;-0,7710937;100,6450261
ATM 582;-0,8566413;100,6776942
ATM 583;-1,0698542;100,7854725
ATM 584;-0,7879929;100,6705822
ATM 585;-1,2512487;100,8846928
ATM 586;-1,4111851;100,9943669
ATM 587;-1,4331421;101,3581269
ATM 588;-1,5496563;101,2488203
ATM 589;-1,4779814;101,0509459
ATM 590;-1,5206913;101,0888228
ATM 591;-1,4596832;101,0277494
ATM 592;-1,4810672;101,0597925
ATM 593;-1,3341651;100,5736311
ATM 594;-1,3072816;100,5467425
ATM 595;-1,3042303;100,5150577
ATM 596;-1,7319219;100,7392403
ATM 597;-1,7945562;100,8362925
ATM 598;-2,0520998;100,9629221
ATM 599;-1,9888019;100,9424616
ATM 600;0,0972482;99,8338052
ATM 601;0,1100728;99,8202267
ATM 602;0,1020156;99,8345675
ATM 603;0,0755566;99,8214202
ATM 604;0,0467192;99,774577
ATM 605;-0,0584462;99,9334913
ATM 606;-0,0999071;99,9422925
ATM 607;0,2092408;99,3945053
ATM 608;0,3926705;99,4694644
ATM 609;0,2716864;99,5574629
ATM 610;0,2854093;99,682389
ATM 611;-0,0280157;100,0674956
ATM 612;-3,0055316;101,4923718
ATM 613;-2,8260286;101,4118442
ATM 614;-2,6346295;101,3111234
ATM 615;-2,6150483;101,2975795
ATM 616;-2,5473555;101,0957267
ATM 617;-2,476046;101,1005646
ATM 618;-2,4318042;101,1555838
ATM 619;-2,5067685;101,1654867
ATM 620;-0,2261433;100,6323276
ATM 621;-0,2252869;100,6297902
ATM 622;-0,2366857;100,6455855
ATM 623;-0,2593484;100,620447
ATM 624;-0,2142334;100,6216427
ATM 625;-0,2005523;100,6478881
ATM 626;-0,1650003;100,5962118
ATM 627;-0,2677418;100,7090554
ATM 628;-0,1770697;100,6573855
ATM 629;-0,342288;100,3833439
ATM 630;-0,3431448;100,3823648
ATM 631;-0,2806174;100,2841774
ATM 632;-0,2126124;100,3951359
ATM 633;-0,2889367;100,4276855
ATM 634;-0,2825997;100,4311679
ATM 635;-0,3248695;100,4145956
ATM 636;-0,1686879;100,5809127
ATM 637;-0,3012033;100,3728413
ATM 638;-0,3580502;100,409098
ATM 639;-0,297518;100,3656843
ATM 640;-0,2969607;100,3866577
ATM 641;-0,2896243;100,3745205
ATM 642;-0,300155;100,3714891
ATM 643;0,135934;100,1754841
ATM 644;0,00918;100,2187254
ATM 645;0,5452483;100,0269975
ATM 646;0,328896;99,9666994
ATM 647;-0,6544601;100,7515023
ATM 648;-0,5982808;100,7364685
ATM 649;-0,6362651;100,8517593
ATM 650;-0,6294127;100,8557078
ATM 651;-0,6744015;100,9595245
ATM 652;-0,7021809;100,9796489
ATM 653;-0,7312062;100,9857133
ATM 654;-0,5252803;100,6964442
ATM 655;-0,4614133;100,578763
ATM 656;-0,5048994;100,4847223
ATM 657;-0,4520479;100,5923387
ATM 658;-0,4638942;100,5470701
ATM 659;-0,4680995;100,5802283
ATM 660;-0,46761;100,5809439
ATM 661;-0,5006823;100,7765603
ATM 662;-0,4867806;100,5503353
ATM 663;-0,5108198;100,5738428
ATM 664;-0,5433916;100,5820689
ATM 665;-0,4009731;100,4067918
ATM 666;-0,4172493;100,5655133
ATM 667;-0,4903216;100,6710425
ATM 668;-0,3025386;100,5338694
ATM 669;-1,6170707;103,626944
ATM 670;-1,6171717;103,6283352
ATM 671;-1,6481935;103,6204859
ATM 672;-1,6334589;103,6560209
ATM 673;-1,6411098;103,6242396
ATM 674;-1,6542431;103,6369897
ATM 675;-1,6321147;103,5744721
ATM 676;-1,620183;103,589415
ATM 677;-1,6205888;103,5832303
ATM 678;-1,6381922;103,5818234
ATM 679;-1,6341509;103,5851811
ATM 680;-1,6396662;103,6025394
ATM 681;-1,6387361;103,5862121
ATM 682;-1,645844;103,5888658
ATM 683;-1,6284059;103,5805234
ATM 684;-1,6189111;103,5424883
ATM 685;-1,6432592;103,5804075
ATM 686;-1,6086523;103,5734255
ATM 687;-1,5991487;103,5653151
ATM 688;-1,5967786;103,6245987
ATM 689;-1,5730834;103,6431039
ATM 690;-1,6001102;103,6467535
ATM 691;-1,6053791;103,6442434
ATM 692;-1,594313;103,6282772
ATM 693;-1,6308744;103,6241369
ATM 694;-1,0295963;102,8722255
ATM 695;-1,4653872;103,5092805
ATM 696;-1,3012597;103,3013507
ATM 697;-1,3795874;103,4967133
ATM 698;-1,7068854;103,7398703
ATM 699;-1,6430453;103,6843862
ATM 700;-1,5986755;103,665993
ATM 701;-1,5951306;103,6732327
ATM 702;-1,6092973;103,6585881
ATM 703;-1,6661236;103,6672913
ATM 704;-1,6381954;103,6793747
ATM 705;-1,6014884;103,4999236
ATM 706;-1,6132948;103,5273665
ATM 707;-1,7773358;103,5242127
ATM 708;-1,6832186;103,5887996
ATM 709;-1,969333;103,4351352
ATM 710;-2,0014948;103,4885826
ATM 711;-0,8142453;103,4618323
ATM 712;-0,8138022;103,4598576
ATM 713;-0,8327965;103,4655836
ATM 714;-0,8138891;103,4597007
ATM 715;-1,1104939;103,4008347
ATM 716;-1,2803857;103,0904748
ATM 717;-1,2655803;103,0411803
ATM 718;-1,0589777;102,9356423
ATM 719;-1,1212831;103,1588644
ATM 720;-0,9689731;102,7481246
ATM 721;-1,2453395;103,814658
ATM 722;-1,0272204;103,8098133
ATM 723;-1,2166173;103,7933789
ATM 724;-1,1297832;103,8517312
ATM 725;-1,1065631;103,9774263
ATM 726;-1,1227898;103,8626947
ATM 727;-1,2043521;103,9121509
ATM 728;-1,1694829;104,0975732
ATM 729;-1,0869452;104,1924488
ATM 730;-1,7069344;103,2612489
ATM 731;-1,6943758;103,2828893
ATM 732;-1,6013512;103,3753788
ATM 733;-1,7727461;103,3289184
ATM 734;-1,6351535;102,8789206
ATM 735;-1,7226906;103,1361815
ATM 736;0,2950979;103,6070481
ATM 737;0,2946153;103,6077181
ATM 738;0,2982243;103,6101046
ATM 739;-0,6870221;103,2044876
ATM 740;-0,5179649;103,3892636
ATM 741;0,0322422;103,5053227
ATM 742;-1,8765898;103,5897623
ATM 743;-1,3105223;102,1057033
ATM 744;-1,3209975;102,0977106
ATM 745;-1,2281239;102,0597433
ATM 746;-1,5324328;102,7091633
ATM 747;-1,6934551;102,5261788
ATM 748;-1,5322011;102,7071812
ATM 749;-1,4852348;102,1971726
ATM 750;-1,5195907;102,2677528
ATM 751;-1,4851982;102,111419
ATM 752;-1,4370835;101,8734713
ATM 753;-1,234414;101,7463649
ATM 754;-1,4772402;102,1182759
ATM 755;-1,4915319;102,1127057
ATM 756;-1,4955644;102,1235091
ATM 757;-1,4828594;102,1147067
ATM 758;-1,6137341;102,3425266
ATM 759;-1,640689;102,3673387
ATM 760;-1,6124762;102,3416816
ATM 761;-1,512459;102,0983549
ATM 762;-1,4092616;101,9499654
ATM 763;-2,1047415;102,2851401
ATM 764;-2,0966804;102,2502081
ATM 765;-2,0546995;102,2767863
ATM 766;-2,1200348;102,5241856
ATM 767;-1,9773631;102,3804012
ATM 768;-1,855529;102,2903056
ATM 769;-1,842409;102,30174
ATM 770;-1,9860502;102,4622015
